=========================================================================
Parameter Value(s)
-------------------------------------------------------------------------
"Year: 2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986"
"Species Name: PACIFIC SLEEPER SHARK"
=========================================================================
"Year","T Table","Haul Join","Port Join","Cruise","Permit","Length Seq","Haul Offload Date","Haul Offload","Fishing Depth (Fathoms)","Bottom Depth (Fathoms)","IFQ Flag","Gear","Gear Description","Performance","Performance Description","FMP Area","FMP Subarea","NMFS Area","Species Code","Species Name","Sex","Length (cm)","Frequency","Eggs","Viability","Injury","Sample System","Vessel","Vessel Length (ft)","LatDD Start","LonDD Start","LatDD End","LonDD End","Received from NORPAC","Loaded to Repository"
2009,ATL_OFFLOAD,,'12878005310000001221',12878,5310,1916,27-AUG-09,140,,,,2,PELAGIC,,,BSAI,BS,519,62,PACIFIC SLEEPER SHARK,F,131,2,,,,5,A094,,,,,,19-JUL-22,20-JUL-22
2008,ATL_HAUL,'12062003396000000806',,12062,3396,4798,12-JUL-08,228,64,73,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,521,62,PACIFIC SLEEPER SHARK,F,123,1,,,,2,A069,275,59.035,-176.06333,59.05667,-176.09667,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'12373000661000000986',,12373,661,5952,17-OCT-08,669,38,66,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,M,130,1,,,,2,A001,201,56.35,-169.75,56.31667,-169.8,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11671004055000000548',,11671,4055,3338,03-MAR-08,118,290,320,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,M,88,1,,,,2,A262,285,56.01667,-168.66667,55.95,-168.73333,19-JUL-22,20-JUL-22
2008,ATL_HAUL,'11988006172000118835',,11988,6172,165018,02-JUL-08,288,,344,Y,6,POT OR TRAP,1,NO PROBLEM,BSAI,BS,519,62,PACIFIC SLEEPER SHARK,M,104,1,,,,2,A650,78,54.4,-166.63333,54.38333,-166.58333,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11662003245000000186',,11662,3245,1483,08-FEB-08,49,180,230,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,F,83,1,,,,2,A045,270,55.66667,-168.88333,55.63333,-168.81667,19-JUL-22,20-JUL-22
2008,ATL_HAUL,'12051003896000001724',,12051,3896,9863,06-JUL-08,264,90,101,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,521,62,PACIFIC SLEEPER SHARK,F,135,1,,,,3,A080,336,59.29333,-177.445,59.255,-177.52167,19-JUL-22,20-JUL-22
2008,ATL_HAUL,'12130001610000000482',,12130,1610,1445,18-JUL-08,405,261,261,N,1,NON PELAGIC,9,FISHING DURATION AFFECTED,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,F,95,1,,,,2,A034,140,54.31667,-165.96667,54.51667,-165.96667,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'12109005325000000228',,12109,5325,1167,24-JUL-08,217,,88,N,8,LONGLINER,1,NO PROBLEM,BSAI,BS,524,62,PACIFIC SLEEPER SHARK,M,124,1,,,,2,A659,154,60.25667,-178.01833,60.255,-178.35667,19-JUL-22,20-JUL-22
2008,ATL_HAUL,'11671004055000000282',,11671,4055,1798,10-FEB-08,65,220,260,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,F,92,1,,,,2,A262,285,56.01667,-168.53333,56.01667,-168.6,19-JUL-22,20-JUL-22
2008,ATL_HAUL,'11671004055000000412',,11671,4055,2447,17-FEB-08,82,250,295,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,F,130,1,,,,2,A262,285,56.13333,-169.01667,56.15,-169.05,19-JUL-22,20-JUL-22
2008,ATL_HAUL,'11671004055000000422',,11671,4055,2502,18-FEB-08,84,270,300,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,F,101,1,,,,2,A262,285,56.15,-169.06667,56.2,-169.38333,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11671004055000000424',,11671,4055,2567,18-FEB-08,85,240,280,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,F,125,1,,,,2,A262,285,56.2,-169.33333,56.18333,-169.55,19-JUL-22,20-JUL-22
2008,ATL_HAUL,'12228003339000000318',,12228,3339,1463,25-SEP-08,265,,93,N,8,LONGLINER,1,NO PROBLEM,BSAI,BS,524,62,PACIFIC SLEEPER SHARK,F,104,1,,,,3,A104,174,60.42333,-178.33583,60.34417,-178.3075,19-JUL-22,20-JUL-22
2012,ATL_HAUL_SAMPLE,'15896003671000002860',,15896,3671,25599,17-AUG-12,100,180,262,N,2,PELAGIC,1,NO PROBLEM,WOC,WOC,710,62,PACIFIC SLEEPER SHARK,U,410,1,,,,10,A105,275,43.26833,-124.86833,43.22167,-124.905,19-JUL-22,20-JUL-22
2009,ATL_OFFLOAD,,'12870004078000000521',12870,4078,1841,01-JUL-09,38,,,,2,PELAGIC,,,BSAI,BS,509,62,PACIFIC SLEEPER SHARK,F,131,1,,,,5,A188,,,,,,19-JUL-22,20-JUL-22
2009,ATL_OFFLOAD,,'12937005320000000702',12937,5320,382,10-JUL-09,28,,,,2,PELAGIC,,,BSAI,BS,509,62,PACIFIC SLEEPER SHARK,F,92,1,,,,5,A342,,,,,,19-JUL-22,20-JUL-22
1996,DOMESTIC_HAUL,'642537',,3826,2076,,15-MAR-96,6,58,58,N,1,NON PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,F,172,1,,,,,A248,75,,,55.71667,-165.2,19-JUL-22,20-JUL-22
2008,ATL_HAUL,'12401002924000001774',,12401,2924,8472,07-NOV-08,747,235,235,N,1,NON PELAGIC,2,CRAB POT IN HAUL,BSAI,BS,519,62,PACIFIC SLEEPER SHARK,M,107,1,,,,2,A563,107,54.50889,-165.88444,54.28333,-166,19-JUL-22,20-JUL-22
2008,ATL_HAUL,'12264003703000002740',,12264,3703,20850,15-SEP-08,971,80,90,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,524,62,PACIFIC SLEEPER SHARK,F,142,1,,,,2,A090,635,60.45,-178.46667,60.58333,-178.13333,19-JUL-22,20-JUL-22
2008,ATL_HAUL,'11631003010000000042',,11631,3010,207,27-JAN-08,5,58,70,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,F,130,1,,,,2,A063,155,54.88056,-165.71722,55.04056,-165.71444,19-JUL-22,20-JUL-22
2008,ATL_HAUL,'12051003896000001728',,12051,3896,9880,06-JUL-08,266,90,101,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,521,62,PACIFIC SLEEPER SHARK,F,146,1,,,,3,A080,336,59.705,-177.67167,59.71167,-177.495,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11671004055000000724',,11671,4055,4492,19-MAR-08,160,260,299,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,F,89,1,,,,2,A262,285,56.03333,-168.73333,55.98333,-168.76667,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11671004055000000410',,11671,4055,2443,17-FEB-08,81,240,275,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,M,92,1,,,,2,A262,285,54.46667,-165.95,54.53333,-165.9,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11671004055000000652',,11671,4055,4017,13-MAR-08,140,275,305,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,F,77,1,,,,2,A262,285,56.1,-168.66667,56.05,-168.61667,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11671004055000000654',,11671,4055,4047,13-MAR-08,141,270,330,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,F,104,1,,,,2,A262,285,56.05,-168.61667,56.13333,-168.93333,19-JUL-22,20-JUL-22
2008,ATL_HAUL,'12086000422000001342',,12086,422,3016,13-SEP-08,131,55,55,N,2,PELAGIC,2,CRAB POT IN HAUL,BSAI,BS,509,62,PACIFIC SLEEPER SHARK,F,130,1,,,,3,A169,127,55.66444,-164.87194,55.55722,-164.86667,19-JUL-22,20-JUL-22
2008,ATL_HAUL,'11671004055000000646',,11671,4055,3930,12-MAR-08,137,290,310,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,F,91,1,,,,2,A262,285,56.13333,-168.98333,56.16667,-169.11667,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11578003673000000710',,11578,3673,3170,04-MAR-08,143,,71,N,8,LONGLINER,1,NO PROBLEM,GOA,CG,620,62,PACIFIC SLEEPER SHARK,F,138,1,,,,2,A107,135,55.67833,-158.08,55.53333,-157.96,19-JUL-22,20-JUL-22
2009,ATL_OFFLOAD,,'12870004078000000382',12870,4078,1499,16-JUN-09,10,,,,2,PELAGIC,,,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,M,141,1,,,,5,A148,,,,,,19-JUL-22,20-JUL-22
2009,ATL_OFFLOAD,,'12878005310000000824',12878,5310,1062,13-JUL-09,64,,,,2,PELAGIC,,,BSAI,BS,509,62,PACIFIC SLEEPER SHARK,F,122,1,,,,5,A087,,,,,,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11672001607000000282',,11672,1607,2358,12-FEB-08,127,57,68,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,F,119,1,,,,2,A255,305,56.45,-168.4,56.38333,-168.53333,19-JUL-22,20-JUL-22
2008,ATL_HAUL,'12174002123000004526',,12174,2123,13539,05-SEP-08,827,130,130,N,1,NON PELAGIC,1,NO PROBLEM,BSAI,BS,519,62,PACIFIC SLEEPER SHARK,F,115,1,,,,2,A118,124,54.35083,-165.85944,54.42444,-165.70278,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'12062003396000001072',,12062,3396,5914,31-JUL-08,290,53,63,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,521,62,PACIFIC SLEEPER SHARK,F,148,1,,,,2,A069,275,58.73,-173.255,58.745,-173.05167,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11794003870000000024',,11794,3870,253,06-FEB-08,11,230,280,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,519,62,PACIFIC SLEEPER SHARK,F,71,1,,,,2,A225,304,54.36667,-165.98333,54.38333,-165.91667,19-JUL-22,20-JUL-22
2008,ATL_HAUL,'12228003339000000112',,12228,3339,428,26-AUG-08,167,,73,N,8,LONGLINER,8,CONSIDERABLE KILLER WHALE PR,BSAI,BS,521,62,PACIFIC SLEEPER SHARK,F,158,1,,,,3,A104,174,59.09917,-176.47694,58.91056,-176.46472,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11671004055000000282',,11671,4055,1764,10-FEB-08,65,220,260,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,F,79,1,,,,2,A262,285,56.01667,-168.53333,56.01667,-168.6,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11671004055000000722',,11671,4055,4491,19-MAR-08,159,260,285,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,M,90,1,,,,2,A262,285,55.93333,-168.7,56.01667,-168.73333,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11671004055000000412',,11671,4055,2446,17-FEB-08,82,250,295,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,F,100,1,,,,2,A262,285,56.13333,-169.01667,56.15,-169.05,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11671004055000000424',,11671,4055,2554,18-FEB-08,85,240,280,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,F,100,1,,,,2,A262,285,56.2,-169.33333,56.18333,-169.55,19-JUL-22,20-JUL-22
2008,ATL_HAUL,'11671004055000000606',,11671,4055,3696,06-MAR-08,128,255,340,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,M,88,1,,,,2,A262,285,56.08333,-168.65,56.13333,-168.96667,19-JUL-22,20-JUL-22
2016,ATL_HAUL_SAMPLE,'21042003245000002744',,21042,3245,20520,07-JUN-16,1079,170,240,N,2,PELAGIC,1,NO PROBLEM,WOC,WOC,670,62,PACIFIC SLEEPER SHARK,U,120,1,,,,10,A045,270,47.66333,-125.14833,47.85833,-125.29667,19-JUL-22,20-JUL-22
2009,ATL_OFFLOAD,,'12878005310000000767',12878,5310,1003,02-JUL-09,43,,,,2,PELAGIC,,,BSAI,BS,509,62,PACIFIC SLEEPER SHARK,F,120,1,,,,5,A053,,,,,,19-JUL-22,20-JUL-22
2008,ATL_HAUL,'12051003896000001806',,12051,3896,10417,16-JUL-08,288,70,78,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,521,62,PACIFIC SLEEPER SHARK,F,165,1,,,,3,A080,336,59.08833,-177.23833,59.14833,-176.97,19-JUL-22,20-JUL-22
2008,ATL_HAUL,'12375003996000120829',,12375,3996,280375,05-OCT-08,176,57,67,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,M,130,1,,,,5,A315,106,55.08333,-165.61667,55.06667,-165.45,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'12315002833000000484',,12315,2833,2191,29-SEP-08,335,,86,N,8,LONGLINER,1,NO PROBLEM,BSAI,BS,521,62,PACIFIC SLEEPER SHARK,F,82,1,,,,2,A222,174,58.74333,-177.20833,58.67333,-177.36333,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11578003673000000548',,11578,3673,2513,21-FEB-08,109,,68,N,8,LONGLINER,1,NO PROBLEM,GOA,CG,620,62,PACIFIC SLEEPER SHARK,M,129,1,,,,2,A107,135,55.64833,-157.98,55.8,-158.09833,19-JUL-22,20-JUL-22
2009,ATL_OFFLOAD,,'12870004078000000561',12870,4078,1881,03-JUL-09,41,,,,2,PELAGIC,,,BSAI,BS,509,62,PACIFIC SLEEPER SHARK,M,128,1,,,,5,A148,,,,,,19-JUL-22,20-JUL-22
2009,ATL_OFFLOAD,,'12937005320000001103',12937,5320,893,29-AUG-09,82,,,,2,PELAGIC,,,BSAI,BS,521,62,PACIFIC SLEEPER SHARK,M,131,1,,,,5,A061,,,,,,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11794003870000000024',,11794,3870,254,06-FEB-08,11,230,280,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,519,62,PACIFIC SLEEPER SHARK,F,81,1,,,,2,A225,304,54.36667,-165.98333,54.38333,-165.91667,19-JUL-22,20-JUL-22
2008,ATL_HAUL,'12150003007000001082',,12150,3007,3218,28-AUG-08,104,136,150,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,F,165,1,,,,2,A006,180,54.36167,-165.87,54.51333,-165.555,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11671004055000000264',,11671,4055,1721,09-FEB-08,63,200,240,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,F,103,1,,,,2,A262,285,55.93333,-168.85,56,-168.63333,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11671004055000000664',,11671,4055,4179,15-MAR-08,146,250,280,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,F,63,1,,,,2,A262,285,56.18333,-169.55,56.18333,-169.43333,19-JUL-22,20-JUL-22
2008,ATL_HAUL,'11671004055000000664',,11671,4055,4152,15-MAR-08,146,250,280,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,M,147,1,,,,2,A262,285,56.18333,-169.55,56.18333,-169.43333,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11671004055000000414',,11671,4055,2491,18-FEB-08,83,265,310,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,M,112,1,,,,2,A262,285,56.13333,-169.03333,56.13333,-168.91667,19-JUL-22,20-JUL-22
2009,ATL_OFFLOAD,,'12870004078000000664',12870,4078,1980,13-JUL-09,52,,,,2,PELAGIC,,,BSAI,BS,519,62,PACIFIC SLEEPER SHARK,M,141,1,,,,5,A020,,,,,,19-JUL-22,20-JUL-22
2009,ATL_OFFLOAD,,'12937005320000000481',12937,5320,181,19-JUN-09,4,,,,2,PELAGIC,,,BSAI,BS,521,62,PACIFIC SLEEPER SHARK,M,110,1,,,,5,A288,,,,,,19-JUL-22,20-JUL-22
2009,ATL_OFFLOAD,,'12937005320000000862',12937,5320,481,29-JUL-09,50,,,,2,PELAGIC,,,BSAI,BS,521,62,PACIFIC SLEEPER SHARK,F,162,1,,,,2,A061,,,,,,19-JUL-22,20-JUL-22
2008,ATL_HAUL,'12074003388000000764',,12074,3388,3109,06-AUG-08,128,60,61,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,521,62,PACIFIC SLEEPER SHARK,F,161,1,,,,2,A055,155,59.16667,-173.81667,59.325,-174.44333,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'12127003703000001366',,12127,3703,11618,05-JUL-08,370,70,80,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,521,62,PACIFIC SLEEPER SHARK,F,145,1,,,,2,A090,635,59.36667,-176.96667,59.3,-176.9,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11988006172000118572',,11988,6172,170331,19-JUN-08,230,,308,Y,6,POT OR TRAP,1,NO PROBLEM,BSAI,BS,519,62,PACIFIC SLEEPER SHARK,F,83,1,,,,2,A650,78,54.41667,-166.91667,54.4,-166.86667,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11662003245000000286',,11662,3245,2162,16-FEB-08,81,245,275,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,519,62,PACIFIC SLEEPER SHARK,F,86,1,,,,2,A045,270,54.46667,-165.91667,54.48333,-165.96667,19-JUL-22,20-JUL-22
2008,ATL_HAUL,'12048005822000001800',,12048,5822,8255,19-JUL-08,434,190,190,N,1,NON PELAGIC,1,NO PROBLEM,BSAI,BS,519,62,PACIFIC SLEEPER SHARK,M,95,1,,,,2,A639,120,54.46667,-165.7,54.33333,-165.88333,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11678003396000000262',,11678,3396,1808,09-FEB-08,56,240,270,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,F,96,1,,,,2,A069,275,55.91333,-168.69667,55.96333,-168.75167,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'12051003896000002036',,12051,3896,12005,18-AUG-08,373,62,73,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,521,62,PACIFIC SLEEPER SHARK,M,145,1,,,,3,A080,336,58.74833,-174.18167,58.85,-174.68333,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11671004055000000664',,11671,4055,4173,15-MAR-08,146,250,280,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,F,80,1,,,,2,A262,285,56.18333,-169.55,56.18333,-169.43333,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11671004055000000664',,11671,4055,4176,15-MAR-08,146,250,280,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,M,69,1,,,,2,A262,285,56.18333,-169.55,56.18333,-169.43333,19-JUL-22,20-JUL-22
2008,ATL_HAUL,'11671004055000000414',,11671,4055,2495,18-FEB-08,83,265,310,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,F,90,1,,,,2,A262,285,56.13333,-169.03333,56.13333,-168.91667,19-JUL-22,20-JUL-22
2009,ATL_OFFLOAD,,'12878005310000000861',12878,5310,1293,19-JUL-09,73,,,,2,PELAGIC,,,BSAI,BS,521,62,PACIFIC SLEEPER SHARK,M,167,1,,,,5,A053,,,,,,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11672001607000000212',,11672,1607,1768,07-FEB-08,94,58,70,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,513,62,PACIFIC SLEEPER SHARK,M,122,1,,,,2,A255,305,56.46667,-168.2,56.61667,-168.4,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11988006172000118608',,11988,6172,162270,22-JUN-08,245,,325,Y,6,POT OR TRAP,1,NO PROBLEM,BSAI,BS,519,62,PACIFIC SLEEPER SHARK,F,121,1,,,,2,A650,78,54.31667,-166.91667,54.31667,-166.86667,19-JUL-22,20-JUL-22
2008,ATL_HAUL,'11671004055000000282',,11671,4055,1795,10-FEB-08,65,220,260,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,F,105,1,,,,2,A262,285,56.01667,-168.53333,56.01667,-168.6,19-JUL-22,20-JUL-22
2008,ATL_HAUL,'11671004055000000286',,11671,4055,1862,11-FEB-08,67,225,250,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,M,114,1,,,,2,A262,285,56,-168.61667,56.06667,-168.48333,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11998002888000000922',,11998,2888,2417,18-AUG-08,98,56,68,N,2,PELAGIC,3,NET HUNG (BACKED DOWN),BSAI,BS,521,62,PACIFIC SLEEPER SHARK,F,184,1,,,,2,A048,193,58.59,-173.62,58.54,-173.55833,19-JUL-22,20-JUL-22
2008,ATL_HAUL,'12217000411000119709',,12217,411,176782,01-SEP-08,33,165,180,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,F,130,1,,,,2,A082,124,54.38333,-165.81833,54.64,-166.02667,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11671004055000000422',,11671,4055,2506,18-FEB-08,84,270,300,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,F,90,1,,,,2,A262,285,56.15,-169.06667,56.2,-169.38333,19-JUL-22,20-JUL-22
2008,ATL_HAUL,'11671004055000000642',,11671,4055,3851,11-MAR-08,135,250,285,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,F,100,1,,,,2,A262,285,55.93333,-168.71667,56.08333,-168.73333,19-JUL-22,20-JUL-22
2008,ATL_HAUL,'11671004055000000642',,11671,4055,3852,11-MAR-08,135,250,285,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,517,62,PACIFIC SLEEPER SHARK,F,99,1,,,,2,A262,285,55.93333,-168.71667,56.08333,-168.73333,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11993002889000000602',,11993,2889,1665,31-JUL-08,78,55,63,N,2,PELAGIC,1,NO PROBLEM,BSAI,BS,521,62,PACIFIC SLEEPER SHARK,M,200,1,,,,2,A044,193,58.59,-173.24333,58.65333,-173.285,19-JUL-22,20-JUL-22
2008,ATL_HAUL_SAMPLE,'11578003673000000710',,11578,3673,3169,04-MAR-08,143,,71,N,8,LONGLINER,1,NO PROBLEM,GOA,CG,620,62,PACIFIC SLEEPER SHARK,M,122,1,,,,2,A107,135,55.67833,-158.08,55.53333,-157.96,19-JUL-22,20-JUL-22
